record_id,date,hour,day_of_week,is_weekend,month,season,is_holiday,temperature_C,humidity_percent,wind_speed_kmph,precipitation_mm,building_type,square_footage,building_age_years,num_occupants,num_appliances,insulation_quality,energy_star_rating,solar_panel_installed,electricity_price_per_kWh,ac_usage_hours,heating_usage_hours,lighting_hours,previous_day_consumption_kWh,avg_weekly_consumption_kWh,energy_consumption_kWh
5657,2023-06-22,5,3,0,6,Summer,0,24.4,48.4,4.4,0.0,Residential,1623.0,48,1,10,2,5,0,8.5,2.4,0.3451553988631244,9.7,43.96,45.15,49.34
5658,2023-06-22,5,3,0,6,Summer,0,32.7,44.4,7.8,3.6,Commercial,3385.0,21,35,21,2,4,0,7.43,7.8,0.07714354078460844,4.6,120.44,116.4,117.9
5659,2023-06-22,5,3,0,6,Summer,0,27.8,100.0,8.5,0.0,Residential,1272.0,4,3,11,3,4,0,9.13,4.4,0.0,4.5,42.49,40.87,47.92
5660,2023-06-22,6,3,0,6,Summer,0,25.7,47.1,3.1,0.0,Commercial,10305.0,13,30,69,3,2,0,8.79,5.2,0.0,5.0,155.27,168.21,177.61
5661,2023-06-22,6,3,0,6,Summer,0,24.4,70.9,17.3,0.0,Industrial,38348.0,52,58,252,2,5,0,8.32,2.1,0.0,5.9,631.03,529.22,553.96
5662,2023-06-22,7,3,0,6,Summer,0,23.5,51.8,5.1,0.0,Commercial,6920.0,20,29,43,1,5,0,8.66,1.0183632441289863,0.1357721245209821,6.3,131.17,143.6,140.32
5663,2023-06-22,7,3,0,6,Summer,0,28.5,60.5,17.0,0.0,Commercial,10775.0,41,27,74,3,3,0,7.65,4.2,0.272278614439935,5.1,188.66,185.21,189.47
5664,2023-06-22,7,3,0,6,Summer,0,30.2,62.2,4.6,0.0,Commercial,6481.0,21,30,43,5,1,0,7.37,5.0,0.03104457554186313,4.4,127.74,140.14,134.35
5665,2023-06-22,8,3,0,6,Summer,0,29.7,46.5,3.7,0.0,Residential,1302.0,38,5,12,1,5,0,6.01,8.0,0.003919205571225826,3.6,61.98,62.19,60.85
5666,2023-06-22,8,3,0,6,Summer,0,31.2,84.6,20.5,0.4,Residential,335.0,35,7,2,1,5,0,5.6,3.9,0.2343439086438383,4.2,38.97,35.56,36.56
5667,2023-06-22,9,3,0,6,Summer,0,32.4,75.2,17.7,1.4,Industrial,36134.0,8,70,243,4,1,0,7.36,7.4,0.34538790741704706,4.6,520.73,504.29,552.85
5668,2023-06-22,10,3,0,6,Summer,0,30.7,64.9,5.0,0.0,Residential,1675.0,59,9,13,1,5,1,7.97,6.8,0.2727047976276848,4.7,63.7,66.73,62.74
5669,2023-06-22,10,3,0,6,Summer,0,26.3,63.1,4.4,0.0,Industrial,19076.0,42,65,124,1,5,0,6.41,2.3,0.15502735567979248,6.7,384.41,367.65,368.46
5670,2023-06-22,13,3,0,6,Summer,0,32.0,83.1,10.7,0.1,Residential,2426.0,37,6,15,4,3,0,7.4,6.8,0.7328128607049889,6.9,63.82,59.43,60.39
5671,2023-06-22,14,3,0,6,Summer,0,26.2,71.1,2.4,0.0,Residential,1449.0,4,6,12,2,4,1,10.54,6.7,0.0,6.4,50.22,52.04,48.77
5672,2023-06-22,15,3,0,6,Summer,0,36.5,95.0,9.3,0.0,Commercial,11951.0,16,27,82,2,3,1,6.29,9.0,0.22472574510402848,14.7,223.36,198.41,209.64
5673,2023-06-22,15,3,0,6,Summer,0,35.0,64.6,15.8,0.0,Industrial,13018.0,17,46,87,5,2,0,4.31,8.6,0.0,3.7,322.23,318.2,313.3
5674,2023-06-22,16,3,0,6,Summer,0,40.8,75.1,5.2,0.0,Commercial,11359.0,41,34,76,3,4,0,8.19,11.6,0.0,5.3,228.96,192.02,209.73
5675,2023-06-22,16,3,0,6,Summer,0,33.8,55.2,16.2,0.0,Commercial,10706.0,24,35,69,4,3,0,7.29,8.1,0.2328039453906301,4.3,211.35,196.28,195.12
5676,2023-06-22,17,3,0,6,Summer,0,38.8,64.8,14.6,0.0,Commercial,7777.0,24,27,54,2,4,0,6.69,9.6,0.5458748530702349,5.7,178.34,184.51,177.19
5677,2023-06-22,17,3,0,6,Summer,0,34.2,82.5,9.7,0.0,Commercial,6897.0,18,31,47,4,3,1,5.95,9.0,0.3940280363128986,9.0,144.36,150.61,148.03
5678,2023-06-22,18,3,0,6,Summer,0,37.9,84.1,27.3,0.0,Residential,1085.0,43,4,4,3,2,0,8.37,10.0,0.7685693632785673,3.5,55.04,57.62,60.82
5679,2023-06-22,18,3,0,6,Summer,0,33.3,92.1,2.5,0.0,Residential,2086.0,15,4,14,1,4,1,9.65,9.6,0.12530235940190318,7.3,62.13,59.57,65.27
5680,2023-06-22,18,3,0,6,Summer,0,42.3,75.3,2.5,2.9,Commercial,6093.0,6,21,43,4,3,1,7.1,11.6,0.0,4.8,134.46,143.95,144.19
5681,2023-06-22,19,3,0,6,Summer,0,42.0,84.8,16.0,0.0,Commercial,1593.0,43,24,10,2,5,0,7.55,12.1,0.7711774758942603,12.3,103.21,125.31,117.31
5682,2023-06-22,22,3,0,6,Summer,0,36.8,77.5,2.4,0.0,Residential,2125.0,28,4,15,3,3,1,5.89,10.1,0.4571214143621163,8.5,67.41,67.03,70.65
5683,2023-06-22,22,3,0,6,Summer,0,39.0,65.0,6.2,0.0,Residential,1659.0,52,2,10,1,5,1,7.27,10.8,0.3102701525402408,4.3,67.82,69.04,66.7
5684,2023-06-22,22,3,0,6,Summer,0,38.3,51.8,7.8,0.0,Commercial,7345.0,6,20,49,4,3,0,7.58,9.9,0.0,5.5,162.68,157.35,158.94
5685,2023-06-22,22,3,0,6,Summer,0,36.4,67.2,15.5,0.0,Residential,1334.0,28,5,10,4,1,0,10.0,7.0,0.0,5.8,53.79,53.23,51.97
5686,2023-06-22,23,3,0,6,Summer,0,37.6,56.3,7.3,0.0,Residential,2776.0,40,3,19,3,3,0,7.23,7.7,0.881350847252554,5.6,64.33,67.72,66.37
5687,2023-06-22,23,3,0,6,Summer,0,35.9,82.7,2.0,0.0,Residential,1359.0,47,6,9,3,4,0,9.33,9.5,0.5378860707428474,4.1,58.7,59.39,57.75
5688,2023-06-22,23,3,0,6,Summer,0,40.2,83.3,10.7,1.1,Residential,1315.0,48,3,8,5,1,0,5.49,11.8,0.7363294283830037,5.8,65.02,53.93,58.59
5689,2023-06-23,0,4,0,6,Summer,0,35.4,57.8,11.3,0.0,Residential,1338.0,49,3,10,1,5,0,7.6,11.5,0.29750465120403147,5.2,74.07,67.54,70.11
5690,2023-06-23,0,4,0,6,Summer,0,43.2,83.3,7.1,0.0,Residential,1141.0,2,5,11,4,2,0,6.8,15.2,0.5241895943612351,6.5,81.36,75.24,74.87
5691,2023-06-23,2,4,0,6,Summer,0,32.8,55.8,5.4,0.9,Residential,1310.0,43,2,10,5,2,0,9.9,8.5,0.3121882891126707,6.5,51.18,53.31,52.0
5692,2023-06-23,3,4,0,6,Summer,0,31.8,87.3,13.9,0.0,Commercial,8897.0,42,36,56,5,2,0,6.22,3.6,0.7985616025280279,6.8,166.55,145.65,165.8
5693,2023-06-23,3,4,0,6,Summer,0,33.0,68.1,9.3,0.3,Residential,1260.0,8,4,6,5,2,0,7.63,9.7,0.7949470730359286,7.7,61.45,61.03,56.87
5694,2023-06-23,3,4,0,6,Summer,0,34.0,75.5,6.5,0.0,Commercial,2897.0,33,28,18,2,5,1,6.37,5.0,0.3030326639148119,8.1,103.89,101.46,101.45
5695,2023-06-23,5,4,0,6,Summer,0,29.0,87.4,15.4,0.0,Residential,781.0,21,3,2,5,1,1,7.61,4.9,0.7372459188790439,4.9,29.12,24.97,25.86
5696,2023-06-23,5,4,0,6,Summer,0,30.3,77.2,6.5,0.0,Residential,1812.0,59,6,15,1,5,1,4.94,6.1,0.7524447135196898,6.5,60.03,59.92,63.85
5697,2023-06-23,6,4,0,6,Summer,0,28.4,68.4,7.0,0.0,Residential,877.0,2,5,4,1,5,0,6.22,7.0,0.4990714707693374,4.1,37.79,45.98,42.88
5698,2023-06-23,6,4,0,6,Summer,0,25.5,80.5,3.7,0.0,Residential,1724.0,53,4,12,5,1,0,6.87,2.7,0.579610350975728,4.7,45.99,46.43,46.45
5699,2023-06-23,7,4,0,6,Summer,0,24.1,58.4,14.5,0.0,Residential,2152.0,29,6,14,3,4,0,6.64,2.7,0.6543030853840139,11.3,42.99,47.89,49.16
5700,2023-06-23,8,4,0,6,Summer,0,29.1,46.9,6.3,0.3,Commercial,9535.0,12,25,64,5,1,0,5.47,3.8,0.0,6.4,182.02,160.8,167.81
5701,2023-06-23,9,4,0,6,Summer,0,31.8,83.8,4.6,0.0,Residential,1565.0,58,2,10,2,5,0,7.85,5.4,0.2354948160259453,8.7,63.04,56.46,61.62
5702,2023-06-23,9,4,0,6,Summer,0,22.3,54.2,12.0,1.2,Residential,1531.0,56,5,8,5,1,0,8.28,0.7029445464134961,0.2255449340554698,10.0,34.39,30.98,31.67
5703,2023-06-23,10,4,0,6,Summer,0,23.5,81.1,3.4,0.0,Residential,1565.0,3,6,14,5,1,0,8.65,0.0,0.09935995305227413,7.0,38.73,40.46,39.57
5704,2023-06-23,11,4,0,6,Summer,0,24.4,71.7,7.6,0.4,Industrial,24415.0,33,56,160,3,3,1,7.12,5.6,0.3980666170631765,3.0,404.52,357.85,402.94
5705,2023-06-23,12,4,0,6,Summer,0,32.3,69.8,7.3,0.0,Commercial,4705.0,15,36,30,3,4,0,6.75,10.1,0.2720313392081087,3.7,140.73,154.76,138.33
5706,2023-06-23,12,4,0,6,Summer,0,32.6,58.7,14.6,0.0,Commercial,7561.0,44,39,53,1,4,1,7.12,8.9,0.7328783161533591,4.5,160.89,169.22,169.04
5707,2023-06-23,15,4,0,6,Summer,0,31.6,64.6,6.6,0.0,Residential,1965.0,13,5,13,1,5,0,8.92,5.4,0.009102625222553173,5.0,53.46,50.76,52.01
5708,2023-06-23,17,4,0,6,Summer,0,43.9,70.2,13.6,0.8,Industrial,34451.0,58,60,230,5,1,0,7.76,13.7,0.19370842673937,4.7,596.89,546.22,547.88
5709,2023-06-23,19,4,0,6,Summer,0,37.6,72.4,8.8,0.0,Commercial,7366.0,53,35,50,1,4,0,6.47,11.1,0.0,3.1,163.86,183.1,177.69
5710,2023-06-23,20,4,0,6,Summer,0,43.3,59.2,5.6,0.0,Residential,1756.0,7,7,15,1,5,0,7.97,11.8,0.8137998498966283,4.9,80.83,84.59,82.51
5711,2023-06-23,21,4,0,6,Summer,0,41.2,78.9,29.1,3.1,Commercial,9147.0,14,34,61,5,1,0,8.28,11.0,0.15292809393566673,6.0,184.69,177.54,181.98
5712,2023-06-23,21,4,0,6,Summer,0,35.9,79.7,7.5,0.3,Residential,1560.0,25,5,9,4,1,0,6.36,9.2,0.0,5.2,65.8,56.51,62.52
5713,2023-06-23,22,4,0,6,Summer,0,36.9,75.8,14.1,3.7,Residential,1584.0,54,4,7,1,4,1,6.66,10.9,0.41060628409538324,7.3,72.28,68.15,65.28
5714,2023-06-23,23,4,0,6,Summer,0,34.6,64.7,5.9,0.8,Residential,1598.0,12,4,11,1,5,0,5.34,8.7,0.3154038029984093,5.9,57.77,66.91,62.31
5715,2023-06-23,23,4,0,6,Summer,0,33.2,80.3,0.4,4.1,Commercial,7797.0,8,37,54,3,4,0,5.04,5.2,0.08172308022969837,6.7,193.18,175.7,168.89
5716,2023-06-23,23,4,0,6,Summer,0,36.5,77.5,9.7,0.0,Residential,1490.0,25,8,7,5,1,0,5.68,7.3,0.0,6.4,43.63,42.19,41.83
5717,2023-06-24,0,5,1,6,Summer,0,32.4,46.6,1.6,1.6,Industrial,31451.0,33,53,209,5,1,0,6.08,5.5,0.6147185522852027,9.5,502.6,489.45,501.21
5718,2023-06-24,1,5,1,6,Summer,0,34.0,72.5,6.2,0.0,Commercial,5718.0,49,23,37,3,4,0,7.63,7.4,0.0,6.9,120.44,127.86,135.01
5719,2023-06-24,1,5,1,6,Summer,0,40.4,93.2,6.4,0.0,Commercial,4323.0,59,31,26,1,4,0,9.74,9.7,0.0,7.7,155.71,162.81,142.08
5720,2023-06-24,1,5,1,6,Summer,0,36.6,81.7,1.2,0.0,Industrial,18855.0,39,77,131,4,2,0,6.28,11.5,0.5815094842885283,3.9,439.22,440.96,396.04
5721,2023-06-24,2,5,1,6,Summer,0,31.3,83.8,7.1,0.0,Residential,1383.0,31,1,5,1,5,0,8.9,6.8,0.11000801839789937,7.8,55.75,54.6,50.58
5722,2023-06-24,2,5,1,6,Summer,0,31.1,61.6,6.1,0.0,Industrial,25262.0,10,57,169,5,1,0,8.76,6.9,0.5428695444983711,6.7,453.64,437.05,434.97
5723,2023-06-24,3,5,1,6,Summer,0,30.2,71.5,5.5,0.0,Commercial,8597.0,53,34,56,4,1,0,9.8,6.1,1.2251485197523242,2.5,152.23,185.64,170.24
5724,2023-06-24,3,5,1,6,Summer,0,37.7,67.8,4.6,0.0,Residential,1179.0,35,2,6,3,2,1,7.64,9.4,0.15904527808561691,4.5,51.18,44.86,48.27
5725,2023-06-24,3,5,1,6,Summer,0,28.2,70.0,6.0,0.0,Residential,2434.0,3,3,16,4,3,0,7.39,4.6,0.7280547602516304,6.1,55.39,57.11,56.73
5726,2023-06-24,4,5,1,6,Summer,0,30.0,63.8,9.9,0.0,Residential,1799.0,45,6,14,5,2,0,9.29,5.9,0.5508770208650554,9.2,56.08,57.3,54.91
5727,2023-06-24,4,5,1,6,Summer,0,31.4,55.2,18.5,0.6,Commercial,6990.0,2,30,51,5,2,0,6.78,5.4,0.3065646061213131,4.3,126.35,147.35,148.27
5728,2023-06-24,5,5,1,6,Summer,0,32.4,70.8,9.0,0.0,Commercial,6952.0,21,31,47,4,1,1,6.11,7.5,0.545148914650171,1.5,131.33,145.01,139.72
5729,2023-06-24,6,5,1,6,Summer,0,26.8,60.6,11.4,0.0,Commercial,7563.0,12,35,50,4,1,1,8.57,2.7,1.13846673633075,8.2,155.2,141.07,145.68
5730,2023-06-24,6,5,1,6,Summer,0,24.9,77.0,3.1,1.3,Residential,1857.0,33,3,11,1,5,1,6.4,2.8,0.6345964278739848,6.0,44.53,43.77,44.72
5731,2023-06-24,7,5,1,6,Summer,0,28.1,69.6,20.7,1.2,Residential,2240.0,10,4,13,2,3,0,6.78,3.7,0.4689552118333652,8.6,57.54,55.81,55.48
5732,2023-06-24,7,5,1,6,Summer,0,31.1,46.9,2.1,0.0,Industrial,39068.0,38,52,263,3,3,0,11.53,7.1,0.6488330963354703,4.4,572.44,607.74,580.25
5733,2023-06-24,7,5,1,6,Summer,0,26.4,86.6,13.0,0.0,Residential,1888.0,13,6,14,2,5,0,7.59,2.2,0.07403455444148677,6.4,47.02,40.66,43.45
5734,2023-06-24,8,5,1,6,Summer,0,24.5,75.2,2.3,0.0,Residential,1061.0,29,7,6,1,5,1,6.52,1.2,0.6334999124484777,6.6,39.81,36.58,36.47
5735,2023-06-24,9,5,1,6,Summer,0,27.5,64.5,0.7,0.0,Commercial,11945.0,5,25,80,4,1,0,7.26,2.6,0.6645015105094796,11.7,213.3,173.88,191.94
5736,2023-06-24,9,5,1,6,Summer,0,22.3,66.0,1.5,0.0,Commercial,7489.0,10,19,49,5,1,0,8.86,1.375971452582686,0.649576980687838,3.5,127.6,141.7,133.44
5737,2023-06-24,10,5,1,6,Summer,0,27.1,55.3,25.0,0.0,Industrial,24606.0,37,57,167,3,2,0,7.6,4.6,0.8889434530646512,6.5,431.32,453.99,425.25
5738,2023-06-24,11,5,1,6,Summer,0,32.3,69.3,5.1,0.0,Residential,1538.0,3,2,11,5,2,1,6.88,6.8,0.0,4.5,36.3,45.32,42.54
5739,2023-06-24,12,5,1,6,Summer,0,32.6,78.2,9.3,0.0,Residential,1161.0,35,3,10,5,1,0,8.23,5.1,1.3883119455653228,6.9,48.03,47.77,47.73
5740,2023-06-24,12,5,1,6,Summer,0,29.6,90.9,5.7,0.0,Industrial,24346.0,57,73,163,3,4,0,4.51,6.5,0.6500852766776732,3.8,450.65,435.03,438.4
5741,2023-06-24,14,5,1,6,Summer,0,38.0,68.9,2.6,0.0,Residential,1103.0,21,3,7,1,5,0,7.97,8.3,0.10680106363600098,5.5,52.13,53.53,52.83
5742,2023-06-24,19,5,1,6,Summer,0,44.5,70.6,11.3,0.0,Residential,2087.0,48,3,15,5,1,0,7.1,15.4,0.34098091759376015,7.1,78.79,76.15,78.58
5743,2023-06-24,19,5,1,6,Summer,0,40.8,84.3,8.3,0.0,Residential,866.0,57,7,7,3,2,0,8.4,11.7,0.9296101006341344,8.2,53.11,71.39,65.87
5744,2023-06-24,20,5,1,6,Summer,0,34.6,56.1,5.3,0.7,Residential,2307.0,9,3,16,1,4,0,8.28,12.5,0.1227965923519915,6.1,79.28,75.22,79.24
5745,2023-06-24,20,5,1,6,Summer,0,33.4,71.7,6.0,0.0,Residential,1802.0,18,5,12,3,2,0,8.77,9.7,0.5069292575984611,4.8,72.38,75.35,69.13
5746,2023-06-24,21,5,1,6,Summer,0,42.9,60.9,3.0,0.0,Residential,1597.0,59,1,11,2,4,1,8.29,12.9,0.43120127262979646,4.2,76.42,65.45,69.08
5747,2023-06-24,21,5,1,6,Summer,0,39.5,71.6,12.9,0.0,Residential,1147.0,2,9,7,4,2,0,5.18,11.1,0.007565860659867973,11.5,66.76,69.19,63.37
5748,2023-06-24,22,5,1,6,Summer,0,43.1,81.2,5.1,0.0,Commercial,13003.0,59,33,87,2,3,1,8.45,11.3,0.380349949923829,10.1,209.34,222.35,224.66
5749,2023-06-24,23,5,1,6,Summer,0,33.2,50.2,8.5,0.0,Residential,2425.0,59,3,16,2,3,1,8.89,9.3,0.4157476788549349,4.7,69.65,70.78,67.22
5750,2023-06-24,23,5,1,6,Summer,0,36.8,83.3,3.5,0.0,Commercial,8576.0,17,24,56,1,4,1,6.72,7.7,0.580797351354922,4.6,155.56,179.66,166.68
5751,2023-06-25,0,6,1,6,Summer,0,39.1,74.3,1.5,0.0,Industrial,16896.0,42,50,111,2,4,0,7.84,11.2,0.45294398487956083,4.9,336.73,404.46,369.69
5752,2023-06-25,0,6,1,6,Summer,0,33.8,71.7,8.2,0.0,Commercial,6308.0,6,35,43,2,4,1,6.88,7.4,0.5350752695890246,3.8,135.82,146.83,140.34
5753,2023-06-25,0,6,1,6,Summer,0,39.0,86.2,7.9,0.0,Residential,1479.0,33,5,10,1,4,0,7.24,9.1,0.7253242635961478,3.7,67.31,73.45,69.11
5754,2023-06-25,0,6,1,6,Summer,0,35.6,60.5,7.1,0.0,Residential,1102.0,50,6,6,3,3,0,7.43,9.9,0.2501503406990604,7.1,63.93,59.98,59.02
5755,2023-06-25,0,6,1,6,Summer,0,36.1,53.9,9.9,0.3,Residential,1455.0,26,2,12,5,2,0,9.15,8.4,0.0,6.9,65.94,55.94,56.36
5756,2023-06-25,0,6,1,6,Summer,0,32.4,57.7,4.8,0.0,Commercial,5522.0,16,24,37,2,4,0,7.34,7.6,0.1267021715183627,6.0,128.58,122.28,128.94
5757,2023-06-25,3,6,1,6,Summer,0,32.2,76.4,5.0,0.2,Industrial,21613.0,19,63,147,5,2,0,6.64,4.8,0.10934834301354576,3.2,412.92,369.7,395.28
5758,2023-06-25,4,6,1,6,Summer,0,36.6,64.1,20.0,0.0,Residential,1683.0,8,4,12,2,4,0,8.64,10.6,0.06000894501292195,5.2,58.87,63.66,60.23
5759,2023-06-25,4,6,1,6,Summer,0,31.2,59.5,3.9,0.0,Industrial,22074.0,14,59,143,5,2,0,6.55,5.5,0.6265286217784087,5.3,391.74,372.54,399.09
5760,2023-06-25,6,6,1,6,Summer,0,25.4,58.3,5.5,0.0,Residential,1238.0,44,6,8,1,4,0,8.4,2.7,0.30338227413594804,8.8,42.69,45.14,44.63
5761,2023-06-25,6,6,1,6,Summer,0,32.0,72.1,12.9,0.0,Industrial,23035.0,41,67,151,3,2,1,9.84,6.3,0.5313742958268571,5.9,392.18,417.8,399.18
5762,2023-06-25,7,6,1,6,Summer,0,24.9,69.7,10.7,0.0,Commercial,6066.0,57,39,40,5,1,1,7.53,1.3,0.46540670808765905,7.6,134.38,123.39,118.26
5763,2023-06-25,8,6,1,6,Summer,0,32.2,53.0,6.4,6.1,Residential,1181.0,9,5,7,4,3,0,5.75,9.0,0.3681641912622262,9.2,49.46,52.91,51.17
5764,2023-06-25,8,6,1,6,Summer,0,23.2,53.4,5.7,0.0,Commercial,14628.0,38,31,100,3,3,1,7.67,1.0158023627567156,0.4055712598146233,2.8,216.15,203.08,206.89
5765,2023-06-25,9,6,1,6,Summer,0,28.0,63.7,4.4,0.0,Industrial,19542.0,47,62,131,4,3,1,6.55,5.8,0.0,4.3,332.41,370.43,354.53
5766,2023-06-25,10,6,1,6,Summer,0,32.4,81.0,10.2,0.0,Residential,1690.0,1,4,11,2,3,0,7.27,7.1,0.03526150545599682,4.8,45.72,55.95,52.75
5767,2023-06-25,10,6,1,6,Summer,0,25.2,64.9,8.8,0.0,Residential,1010.0,2,5,6,1,5,1,7.04,4.4,0.09379894314002632,9.4,46.65,50.76,48.52
5768,2023-06-25,10,6,1,6,Summer,0,28.1,52.3,2.9,0.5,Industrial,9307.0,9,58,60,2,3,0,6.23,5.6,0.7948794233594265,3.6,265.2,288.15,279.63
5769,2023-06-25,11,6,1,6,Summer,0,32.2,69.0,10.0,0.0,Residential,1104.0,5,2,7,2,5,1,8.64,4.8,0.38272524213013653,2.3,36.23,30.64,34.05
5770,2023-06-25,11,6,1,6,Summer,0,22.0,70.5,10.2,0.0,Residential,1463.0,28,2,11,3,4,0,6.14,0.6403204195614574,0.770350610626414,6.5,37.81,40.37,40.83
5771,2023-06-25,12,6,1,6,Summer,0,32.8,52.2,7.2,0.0,Industrial,18470.0,31,60,124,4,1,0,6.94,4.6,0.17336876710218527,3.4,375.52,381.88,363.49
5772,2023-06-25,12,6,1,6,Summer,0,29.7,55.4,6.4,0.0,Commercial,3330.0,49,26,24,3,3,0,6.97,4.9,0.5750091283487762,7.8,124.78,110.42,114.5
5773,2023-06-25,13,6,1,6,Summer,0,35.8,78.9,23.0,0.0,Commercial,6742.0,49,37,47,1,5,0,5.88,8.5,0.0,4.7,158.48,156.84,160.51
5774,2023-06-25,13,6,1,6,Summer,0,29.0,55.2,6.3,0.3,Commercial,8130.0,43,25,54,1,5,0,5.88,5.8,0.3459094269577622,3.2,181.92,160.08,159.23
5775,2023-06-25,13,6,1,6,Summer,0,27.3,79.4,5.3,0.0,Commercial,9960.0,19,25,64,4,2,0,10.53,5.2,0.5440328054819792,4.8,190.84,172.09,169.39
5776,2023-06-25,13,6,1,6,Summer,0,29.8,51.4,9.2,0.0,Commercial,7754.0,16,28,50,2,3,1,8.27,4.0,0.5139011658167315,7.5,139.23,142.99,146.18
5777,2023-06-25,14,6,1,6,Summer,0,31.3,51.9,4.5,1.5,Residential,1077.0,59,2,6,3,2,0,7.26,5.1,0.0,2.0,48.59,48.17,47.52
5778,2023-06-25,14,6,1,6,Summer,0,32.4,70.3,7.3,0.4,Industrial,34909.0,17,47,231,4,2,0,7.76,8.2,0.0,5.9,495.71,501.57,533.49
5779,2023-06-25,15,6,1,6,Summer,0,33.1,60.9,9.6,0.0,Residential,2496.0,54,2,13,5,1,1,6.64,8.2,0.52550417725921,4.8,59.14,56.3,56.73
5780,2023-06-25,15,6,1,6,Summer,0,28.5,63.6,20.2,0.0,Residential,1632.0,29,5,10,2,5,0,7.67,4.9,0.03041661361002801,4.6,51.93,56.84,55.54
5781,2023-06-25,16,6,1,6,Summer,0,35.7,71.8,7.5,0.0,Commercial,11986.0,2,33,79,3,2,0,8.04,8.6,0.0,7.4,205.07,213.65,209.47
5782,2023-06-25,17,6,1,6,Summer,0,37.9,63.2,10.1,0.0,Residential,1875.0,29,7,9,2,4,0,7.52,10.9,0.33994462570676265,6.5,72.91,68.91,70.92
5783,2023-06-25,18,6,1,6,Summer,0,37.6,58.6,5.0,0.0,Commercial,13406.0,31,20,89,2,5,1,8.93,7.6,0.6019268267982376,8.1,230.61,234.39,219.93
5784,2023-06-25,18,6,1,6,Summer,0,39.1,75.9,11.3,0.0,Residential,1574.0,32,4,10,1,4,0,6.47,11.6,0.37994907279841045,5.6,65.43,68.84,68.96
5785,2023-06-25,18,6,1,6,Summer,0,38.5,72.2,12.0,0.0,Commercial,10473.0,33,31,70,1,5,0,8.46,15.4,0.6672089534955388,9.2,206.18,221.1,216.91
5786,2023-06-25,18,6,1,6,Summer,0,34.1,70.5,11.7,0.0,Residential,2205.0,31,2,14,2,5,0,7.98,9.9,0.7537201559582447,6.2,64.68,69.31,66.99
5787,2023-06-25,21,6,1,6,Summer,0,37.9,69.8,6.8,0.0,Residential,1531.0,14,4,13,4,1,0,9.23,11.6,0.015442701956721483,6.5,73.37,65.41,64.82
5788,2023-06-25,22,6,1,6,Summer,0,38.5,60.4,7.4,0.0,Industrial,31338.0,34,62,211,5,2,0,8.27,13.6,0.4276757295971433,4.1,484.32,496.24,519.44
5789,2023-06-25,23,6,1,6,Summer,0,36.5,57.9,7.3,0.0,Commercial,8271.0,34,39,55,3,4,0,5.4,6.6,0.46483966071703287,10.7,156.69,180.72,171.4
5790,2023-06-25,23,6,1,6,Summer,0,32.8,65.9,2.9,0.0,Residential,1155.0,41,5,8,4,3,0,7.83,7.1,0.7674141785478619,3.8,52.91,55.33,52.59
5791,2023-06-26,0,0,0,6,Summer,0,39.7,60.6,9.5,0.0,Residential,767.0,16,5,5,4,2,0,6.8,13.0,0.8668393203871316,5.7,66.85,60.41,61.95
5792,2023-06-26,1,0,0,6,Summer,0,31.6,69.9,2.7,0.0,Residential,2141.0,10,2,12,3,3,0,6.71,4.1,0.10263242707579334,8.1,43.47,41.82,44.23
5793,2023-06-26,1,0,0,6,Summer,0,30.8,65.3,7.7,2.0,Commercial,12349.0,24,28,82,3,4,0,6.08,9.6,1.0995420563325102,5.8,237.16,204.27,214.58
5794,2023-06-26,1,0,0,6,Summer,0,34.7,70.2,6.8,0.0,Residential,1418.0,48,6,8,4,2,0,5.05,7.3,0.09870047390437497,2.7,44.92,42.36,44.96
5795,2023-06-26,1,0,0,6,Summer,0,33.6,68.9,13.9,0.0,Industrial,17770.0,40,57,118,1,5,0,6.37,6.9,0.3118945120411914,6.9,387.61,362.52,366.02
5796,2023-06-26,3,0,0,6,Summer,0,33.3,91.2,6.5,0.0,Industrial,29908.0,51,62,200,5,1,0,7.16,9.5,0.7509700238040954,5.9,488.41,475.56,500.59
5797,2023-06-26,3,0,0,6,Summer,0,34.1,53.4,17.4,0.1,Industrial,28561.0,18,50,186,2,4,0,7.66,9.0,0.5607640011964988,5.4,527.66,470.29,470.79
5798,2023-06-26,3,0,0,6,Summer,0,33.6,67.8,5.9,0.0,Residential,708.0,21,10,6,2,3,0,7.69,8.8,0.3277628392467912,5.6,64.78,57.75,59.02
5799,2023-06-26,4,0,0,6,Summer,0,30.0,56.7,2.8,0.0,Industrial,37455.0,53,69,252,4,3,0,5.82,4.6,0.4809691037471774,5.9,546.78,540.31,570.18
5800,2023-06-26,4,0,0,6,Summer,0,31.7,64.2,1.1,0.0,Commercial,6256.0,18,31,45,1,5,0,5.63,5.6,0.19359897222010708,7.2,143.65,152.21,151.93
5801,2023-06-26,4,0,0,6,Summer,0,25.3,60.2,18.3,0.0,Commercial,7164.0,30,27,45,3,3,1,7.85,3.1,0.0,5.2,145.97,129.71,134.54
5802,2023-06-26,4,0,0,6,Summer,0,33.3,77.7,2.4,0.0,Residential,1142.0,20,5,4,5,1,0,7.69,9.1,0.1120653648988153,6.7,43.76,41.62,42.21
5803,2023-06-26,7,0,0,6,Summer,0,26.0,52.3,6.9,0.0,Commercial,5144.0,22,27,37,3,2,0,7.99,3.5,1.1271003198714005,6.9,148.44,141.92,133.39
